  Sent.                        Matched  Bracket   Cross        Correct Tag
 ID  Len.  Stat. Recal  Prec.  Bracket gold test Bracket Words  Tags Accracy
1629    8    0   22.22  18.18     2      9   11      4      8     7    87.50
1630    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1631    6    0   50.00  80.00     4      8    5      0      6     6   100.00
1632    6    0   14.29  20.00     1      7    5      0      6     5    83.33
1633    6    0   28.57  33.33     2      7    6      0      6     5    83.33
1634    7    0   80.00  57.14     4      5    7      0      7     7   100.00
1635    7    0   16.67  12.50     1      6    8      1      7     6    85.71
1636    7    0   44.44  40.00     4      9   10      0      7     7   100.00
1637    2    0  100.00  50.00     2      2    4      0      2     1    50.00
1638    9    0   10.00  11.11     1     10    9      0      9     9   100.00
1639    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1640    4    0   60.00  42.86     3      5    7      2      4     3    75.00
1641    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1642    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1643    1    0   50.00  50.00     1      2    2      0      1     1   100.00
1644    5    0   66.67  57.14     4      6    7      1      5     4    80.00
1645    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1646    9    0   18.18  16.67     2     11   12      5      9     8    88.89
1647    3    0   25.00  25.00     1      4    4      0      3     2    66.67
1648    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1649    4    0   80.00  80.00     4      5    5      0      4     4   100.00
1650    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1651    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1652    7    0   50.00  50.00     3      6    6      0      7     7   100.00
1653    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1654    2    0   50.00  50.00     1      2    2      0      2     2   100.00
1655    6    0   33.33  40.00     2      6    5      1      6     5    83.33
1656    8    0   14.29  14.29     1      7    7      3      8     7    87.50
1657    8    0   42.86  42.86     3      7    7      3      8     7    87.50
1658    5    0   20.00  20.00     1      5    5      0      5     4    80.00
1659    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1660    7    0   25.00  22.22     2      8    9      0      7     7   100.00
1661    8    0   28.57  33.33     2      7    6      1      8     8   100.00
1662    7    0   16.67  33.33     2     12    6      3      7     6    85.71
1663    2    0   50.00  25.00     1      2    4      0      2     1    50.00
1664    7    0   14.29  14.29     1      7    7      3      7     6    85.71
1665    7    0   25.00  33.33     2      8    6      2      7     6    85.71
1666    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1667    2    0   50.00  33.33     1      2    3      0      2     1    50.00
1668    9    0   33.33  25.00     3      9   12      5      9     8    88.89
1669    4    0   60.00  60.00     3      5    5      1      4     3    75.00
1670    6    0   42.86  42.86     3      7    7      1      6     5    83.33
1671    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1672    1    0   33.33  50.00     1      3    2      0      1     1   100.00
1673    8    0   25.00  33.33     2      8    6      1      8     8   100.00
1674    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1675    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1676    8    0   25.00  22.22     2      8    9      0      8     8   100.00
1677    4    0   40.00  40.00     2      5    5      1      4     3    75.00
1678    9    0   28.57  44.44     4     14    9      2      9     9   100.00
1679    3    0   33.33  20.00     1      3    5      0      3     2    66.67
1680    4    0   40.00  40.00     2      5    5      1      4     3    75.00
1681    1    0   50.00  50.00     1      2    2      0      1     1   100.00
1682    9    0   66.67  57.14     8     12   14      0      9     9   100.00
1683    7    0   25.00  28.57     2      8    7      0      7     5    71.43
1684    6    0   66.67  57.14     4      6    7      0      6     6   100.00
1685    9    0   44.44  40.00     4      9   10      1      9     9   100.00
1686    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1687    9    0   14.29  15.38     2     14   13      6      9     7    77.78
1688    5    0   60.00  50.00     3      5    6      1      5     4    80.00
1689    5    0   33.33  33.33     2      6    6      1      5     5   100.00
1690    1    0   50.00  50.00     1      2    2      0      1     1   100.00
1691    2    0   25.00  50.00     1      4    2      0      2     1    50.00
1692    7    0   33.33  28.57     2      6    7      1      7     7   100.00
1693    4    0   40.00  40.00     2      5    5      0      4     4   100.00
1694    7    0   28.57  16.67     2      7   12      1      7     7   100.00
1695    7    0   28.57  25.00     2      7    8      3      7     6    85.71
1696    6    0   50.00  50.00     3      6    6      0      6     5    83.33
1697    9    0   80.00  66.67     8     10   12      1      9     9   100.00
1698    4    0   40.00  40.00     2      5    5      0      4     3    75.00
1699    5    0   40.00  33.33     2      5    6      0      5     5   100.00
1700    2    0   50.00  50.00     1      2    2      0      2     1    50.00
1701    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1702    7    0   50.00  50.00     5     10   10      1      7     7   100.00
1703    9    0   33.33  30.00     3      9   10      4      9     8    88.89
1704    2    0  100.00 100.00     2      2    2      0      2     1    50.00
1705    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1706    9    0   22.22  15.38     2      9   13      4      9     8    88.89
1707    9    0   20.00  16.67     2     10   12      6      9     8    88.89
1708    7    0   11.11  20.00     1      9    5      2      7     6    85.71
1709    2    0   33.33  50.00     1      3    2      0      2     1    50.00
1710    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1711    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1712    5    0   22.22  40.00     2      9    5      1      5     5   100.00
1713    8    0   57.14  40.00     4      7   10      2      8     8   100.00
1714    7    0   22.22  28.57     2      9    7      0      7     6    85.71
1715    8    0   20.00  20.00     2     10   10      3      8     8   100.00
1716    2    0   50.00  33.33     1      2    3      0      2     1    50.00
1717    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1718    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1719    4    0   20.00  50.00     1      5    2      0      4     4   100.00
1720    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1721    3    0   40.00  66.67     2      5    3      0      3     2    66.67
1722    4    0   33.33  40.00     2      6    5      1      4     3    75.00
1723    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1724    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1725    5    0   50.00  42.86     3      6    7      1      5     4    80.00
1726    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1727    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1728    4    0   60.00  60.00     3      5    5      0      4     3    75.00
1729    9    0   18.18  18.18     2     11   11      3      9     8    88.89
1730    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1731    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1732    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1733    9    0   58.33  70.00     7     12   10      0      9     9   100.00
1734    8    0   44.44  44.44     4      9    9      2      8     8   100.00
1735    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1736    8    0   44.44  36.36     4      9   11      6      8     7    87.50
1737    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1738    6    0   16.67  14.29     1      6    7      0      6     5    83.33
1739    7    0   25.00  14.29     1      4    7      2      7     6    85.71
1740    3    0  100.00 100.00     4      4    4      0      3     3   100.00
1741    7    0   50.00  83.33     5     10    6      0      7     7   100.00
1742    3    0   66.67  80.00     4      6    5      0      3     3   100.00
1743    7    0   22.22  28.57     2      9    7      0      7     6    85.71
1744    4    0   16.67  33.33     1      6    3      1      4     3    75.00
1745    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1746    1    0   33.33  50.00     1      3    2      0      1     1   100.00
1747    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1748    2    0   33.33  50.00     1      3    2      0      2     1    50.00
1749    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1750    3    0   25.00  50.00     1      4    2      0      3     3   100.00
1751    5    0   40.00  33.33     2      5    6      2      5     4    80.00
1752    2    0   50.00  50.00     1      2    2      0      2     2   100.00
1753    4    0   28.57  28.57     2      7    7      0      4     4   100.00
1754    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1755    2    0   25.00  50.00     1      4    2      0      2     1    50.00
1756    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1757    1    0   66.67 100.00     2      3    2      0      1     1   100.00
1758    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1759    4    0  100.00 100.00     5      5    5      0      4     4   100.00
1760    5    0   80.00  66.67     4      5    6      1      5     4    80.00
1761    4    0  100.00 100.00     5      5    5      0      4     4   100.00
1762    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1763    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1764    7    0   57.14  57.14     4      7    7      0      7     6    85.71
1765    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1766    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1767    6    0   33.33  42.86     3      9    7      0      6     6   100.00
1768    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1769    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1770    1    0   50.00  50.00     1      2    2      0      1     1   100.00
1771    2    0   25.00  50.00     1      4    2      0      2     1    50.00
1772    5    0   25.00  16.67     1      4    6      2      5     4    80.00
1773    4    0   42.86  60.00     3      7    5      0      4     3    75.00
1774    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1775    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1776    2    0   50.00  25.00     1      2    4      0      2     1    50.00
1777    2    0   50.00  50.00     1      2    2      0      2     2   100.00
1778    7    0   25.00  25.00     2      8    8      2      7     6    85.71
1779    3    0   50.00  40.00     2      4    5      0      3     2    66.67
1780    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1781    2    0   33.33  50.00     1      3    2      0      2     1    50.00
1782    5    0   33.33  25.00     2      6    8      0      5     5   100.00
1783    2    0  100.00  50.00     2      2    4      0      2     1    50.00
1784    2    0   50.00  20.00     1      2    5      0      2     1    50.00
1785    4    0   40.00  40.00     2      5    5      0      4     3    75.00
1786    6    0   60.00  50.00     3      5    6      0      6     5    83.33
1787    4    0   40.00  40.00     2      5    5      0      4     4   100.00
1788    6    0   50.00  33.33     3      6    9      4      6     5    83.33
1789    4    0   40.00  40.00     2      5    5      0      4     4   100.00
1790    8    0   25.00  16.67     2      8   12      6      8     7    87.50
1791    2    0   50.00  50.00     1      2    2      0      2     1    50.00
1792    4    0   33.33  20.00     1      3    5      0      4     4   100.00
1793    3    0   25.00  16.67     1      4    6      0      3     2    66.67
1794    5    0   42.86  50.00     3      7    6      0      5     5   100.00
1795    9    0   27.27  42.86     3     11    7      1      9     9   100.00
1796    4    0   66.67  66.67     4      6    6      0      4     4   100.00
1797    6    0   50.00  57.14     4      8    7      1      6     5    83.33
1798    2    0  100.00 100.00     2      2    2      0      2     1    50.00
1799    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1800    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1801    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1802    4    0   33.33  20.00     1      3    5      0      4     4   100.00
1803    3    0   40.00  50.00     2      5    4      0      3     2    66.67
1804    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1805    4    0   20.00  25.00     1      5    4      1      4     4   100.00
1806    9    0   22.22  14.29     2      9   14      0      9     9   100.00
1807    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1808    2    0  100.00  50.00     2      2    4      0      2     1    50.00
1809    2    0   33.33  50.00     1      3    2      0      2     1    50.00
1810    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1811    7    0   25.00  33.33     2      8    6      2      7     6    85.71
1812    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1813    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1814    6    0   22.22  33.33     2      9    6      1      6     6   100.00
1815    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1816    7    0   40.00  57.14     4     10    7      0      7     7   100.00
1817    5    0   16.67  20.00     1      6    5      1      5     5   100.00
1818    8    0   20.00  28.57     2     10    7      0      8     7    87.50
1819    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1820    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1821    2    0   50.00  25.00     1      2    4      0      2     1    50.00
1822    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1823    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1824    1    0   50.00  33.33     1      2    3      0      1     1   100.00
1825    7    0   25.00  33.33     2      8    6      0      7     7   100.00
1826    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1827    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1828    3    0   50.00  50.00     2      4    4      0      3     2    66.67
1829    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1830    4    0   50.00  60.00     3      6    5      0      4     4   100.00
1831    3    0   25.00  33.33     1      4    3      0      3     3   100.00
1832    5    0   33.33  28.57     2      6    7      1      5     4    80.00
1833    3    0   40.00  50.00     2      5    4      0      3     2    66.67
1834    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1835    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1836    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1837    6    0   14.29  12.50     1      7    8      4      6     5    83.33
1838    2    0   50.00  33.33     1      2    3      0      2     1    50.00
1839    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1840    2    0   50.00  25.00     1      2    4      0      2     1    50.00
1841    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1842    4    0   33.33  33.33     2      6    6      0      4     3    75.00
1843    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1844    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1845    2    0  100.00  50.00     2      2    4      0      2     1    50.00
1846    5    0   33.33  42.86     3      9    7      0      5     4    80.00
1847    4    0   16.67  20.00     1      6    5      1      4     3    75.00
1848    8    0   25.00  50.00     3     12    6      0      8     7    87.50
1849    2    0   50.00  25.00     1      2    4      0      2     1    50.00
1850    6    0   22.22  22.22     2      9    9      3      6     5    83.33
1851    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1852    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1853    1    0   50.00  50.00     1      2    2      0      1     1   100.00
1854    6    0   16.67  14.29     1      6    7      1      6     6   100.00
1855    3    0   50.00  50.00     2      4    4      0      3     2    66.67
1856    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1857    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1858    3    0  100.00 100.00     4      4    4      0      3     3   100.00
1859    7    0   28.57  20.00     2      7   10      3      7     7   100.00
1860    7    0   33.33  42.86     3      9    7      2      7     6    85.71
1861    5    0   28.57  40.00     2      7    5      2      5     4    80.00
1862    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1863    8    0   11.11  11.11     1      9    9      4      8     7    87.50
1864    2    0  100.00  50.00     2      2    4      0      2     1    50.00
1865    4    0   25.00  20.00     1      4    5      0      4     3    75.00
1866    2    0   50.00  25.00     1      2    4      0      2     1    50.00
1867    3    0   25.00  50.00     1      4    2      0      3     3   100.00
1868    5    0   16.67  16.67     1      6    6      3      5     4    80.00
1869    3    0   25.00  20.00     1      4    5      0      3     2    66.67
1870    3    0   25.00  20.00     1      4    5      0      3     2    66.67
1871    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1872    9    0    7.14   8.33     1     14   12      7      9     8    88.89
1873    2    0   50.00  25.00     1      2    4      0      2     1    50.00
1874    2    0   50.00  50.00     1      2    2      0      2     2   100.00
1875    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1876    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1877    2    0   50.00  50.00     1      2    2      0      2     1    50.00
1878    1    0   50.00  50.00     1      2    2      0      1     1   100.00
1879    7    0   44.44  50.00     4      9    8      0      7     6    85.71
1880    9    0   22.22  20.00     2      9   10      1      9     9   100.00
1881    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1882    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1883    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1884    2    0   50.00  25.00     1      2    4      0      2     1    50.00
1885    3    0  100.00 100.00     4      4    4      0      3     3   100.00
1886    6    0   40.00  33.33     2      5    6      0      6     6   100.00
1887    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1888    5    0   33.33  40.00     2      6    5      0      5     4    80.00
1889    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1890    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1891    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1892    2    0   50.00 100.00     2      4    2      0      2     1    50.00
1893    6    0   33.33  28.57     2      6    7      0      6     6   100.00
1894    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1895    3    0   25.00  50.00     1      4    2      0      3     3   100.00
1896    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1897    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1898    2    0   33.33  50.00     1      3    2      0      2     1    50.00
1899    5    0   40.00  40.00     2      5    5      0      5     5   100.00
1900    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1901    3    0   40.00  50.00     2      5    4      0      3     2    66.67
1902    2    0   50.00  50.00     1      2    2      0      2     2   100.00
1903    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1904    4    0   80.00  57.14     4      5    7      0      4     4   100.00
1905    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1906    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1907    7    0   16.67  25.00     1      6    4      0      7     7   100.00
1908    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1909    2    0   50.00  25.00     1      2    4      0      2     1    50.00
1910    2    0   33.33  50.00     1      3    2      0      2     1    50.00
1911    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1912    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1913    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1914    8    0   18.18  25.00     2     11    8      1      8     7    87.50
1915    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1916    9    0   33.33  50.00     3      9    6      2      9     8    88.89
1917    2    0   33.33  50.00     1      3    2      0      2     1    50.00
1918    6    0   60.00  50.00     3      5    6      1      6     5    83.33
1919    8    0   25.00  20.00     2      8   10      3      8     7    87.50
1920    3    0   25.00  25.00     1      4    4      0      3     3   100.00
1921    1    0   50.00  50.00     1      2    2      0      1     1   100.00
1922    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1923    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1924    8    0   42.86  50.00     3      7    6      0      8     8   100.00
1925    8    0   11.11  11.11     1      9    9      3      8     7    87.50
1926    6    0   57.14  57.14     4      7    7      1      6     5    83.33
1927    7    0   28.57  20.00     2      7   10      0      7     7   100.00
1928    2    0   50.00  25.00     1      2    4      0      2     1    50.00
1929    9    0   46.15  54.55     6     13   11      0      9     9   100.00
1930    1    0   50.00  50.00     1      2    2      0      1     1   100.00
1931    6    0   20.00  33.33     2     10    6      2      6     6   100.00
1932    9    0   22.22  14.29     2      9   14      4      9     9   100.00
1933    6    0   16.67  20.00     1      6    5      0      6     6   100.00
1934    6    0   20.00  20.00     1      5    5      1      6     5    83.33
1935    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1936    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1937    4    0   25.00  25.00     1      4    4      0      4     4   100.00
1938    9    0   20.00  33.33     2     10    6      2      9     9   100.00
1939    6    0   60.00  60.00     3      5    5      1      6     5    83.33
1940    9    0   40.00  30.77     4     10   13      2      9     9   100.00
1941    9    0   20.00  12.50     2     10   16      3      9     9   100.00
1942    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1943    2    0   50.00  33.33     1      2    3      0      2     1    50.00
1944    9    0   25.00  37.50     3     12    8      2      9     8    88.89
1945    9    0   22.22  16.67     2      9   12      5      9     8    88.89
1946    3    0   25.00  25.00     1      4    4      0      3     2    66.67
1947    3    0   50.00  20.00     1      2    5      0      3     2    66.67
1948    5    0   40.00  40.00     2      5    5      1      5     4    80.00
1949    8    0   22.22  25.00     2      9    8      2      8     7    87.50
1950    1    0   50.00  50.00     1      2    2      0      1     1   100.00
1951    2    0   33.33  50.00     1      3    2      0      2     1    50.00
1952    3    0   25.00  25.00     1      4    4      0      3     3   100.00
1953    8    0   22.22  16.67     2      9   12      7      8     7    87.50
1954    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1955    2    0   25.00  50.00     1      4    2      0      2     1    50.00
1956    3    0   50.00  50.00     2      4    4      0      3     2    66.67
1957    4    0   20.00  25.00     1      5    4      0      4     3    75.00
1958    1    0   50.00  33.33     1      2    3      0      1     1   100.00
1959    5    0   57.14  66.67     4      7    6      0      5     5   100.00
1960    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1961    6    0   40.00  25.00     2      5    8      2      6     5    83.33
1962    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1963    4    0   40.00  40.00     2      5    5      0      4     3    75.00
1964    3    0   50.00  50.00     2      4    4      0      3     3   100.00
1965    7    0   25.00  25.00     2      8    8      2      7     6    85.71
1966    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1967    2    0  100.00  50.00     2      2    4      0      2     1    50.00
1968    7    0   12.50  12.50     1      8    8      3      7     7   100.00
1969    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1970    2    0  100.00  50.00     2      2    4      0      2     1    50.00
1971    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1972    8    0   30.00  37.50     3     10    8      3      8     7    87.50
1973    1    0   50.00  50.00     1      2    2      0      1     1   100.00
1974    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1975    5    0   33.33  33.33     2      6    6      1      5     4    80.00
1976    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1977    1    0   50.00  50.00     1      2    2      0      1     1   100.00
1978    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1979    2    0   50.00  50.00     1      2    2      0      2     1    50.00
1980    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1981    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1982    2    0  100.00  50.00     2      2    4      0      2     1    50.00
1983    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1984    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1985    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1986    2    0   50.00 100.00     2      4    2      0      2     1    50.00
1987    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1988    9    0   10.00  10.00     1     10   10      4      9     8    88.89
1989    2    0   33.33  50.00     1      3    2      0      2     1    50.00
1990    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1991    4    0   20.00  25.00     1      5    4      0      4     3    75.00
1992    1    0  100.00 100.00     2      2    2      0      1     1   100.00
1993    2    0   25.00  50.00     1      4    2      0      2     1    50.00
1994    2    0   20.00  50.00     1      5    2      0      2     1    50.00
1995    5    0   33.33  28.57     2      6    7      3      5     4    80.00
1996    4    0   20.00  33.33     1      5    3      1      4     3    75.00
1997    2    0  100.00 100.00     2      2    2      0      2     2   100.00
1998    2    0   33.33  25.00     1      3    4      0      2     2   100.00
1999    6    0   33.33  33.33     2      6    6      0      6     6   100.00
2000    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2001    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2002    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2003    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2004    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2005    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2006    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2007    3    0   50.00  40.00     2      4    5      0      3     2    66.67
2008    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2009    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2010    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2011    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2012    3    0   60.00  50.00     3      5    6      0      3     3   100.00
2013    1    0   50.00  50.00     1      2    2      0      1     1   100.00
2014    3    0   25.00  25.00     1      4    4      0      3     3   100.00
2015    5    0   40.00  28.57     2      5    7      1      5     4    80.00
2016    3    0   33.33  50.00     1      3    2      0      3     2    66.67
2017    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2018    4    0   40.00  40.00     2      5    5      0      4     3    75.00
2019    7    0   28.57  33.33     2      7    6      3      7     6    85.71
2020    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2021    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2022    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2023    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2024    3    0   25.00  25.00     1      4    4      0      3     2    66.67
2025    6    0   25.00  28.57     2      8    7      0      6     5    83.33
2026    3    0  100.00 100.00     4      4    4      0      3     3   100.00
2027    2    0   25.00  50.00     1      4    2      0      2     1    50.00
2028    9    0   57.14  36.36     4      7   11      0      9     9   100.00
2029    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2030    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2031    2    0   50.00  50.00     1      2    2      0      2     2   100.00
2032    3    0   25.00  25.00     1      4    4      0      3     3   100.00
2033    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2034    1    0   50.00  33.33     1      2    3      0      1     1   100.00
2035    3    0   20.00  25.00     1      5    4      0      3     2    66.67
2036    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2037    8    0   25.00  20.00     2      8   10      0      8     7    87.50
2038    5    0   40.00  33.33     2      5    6      1      5     4    80.00
2039    8    0   25.00  33.33     2      8    6      0      8     8   100.00
2040    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2041    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2042    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2043    1    0  100.00 100.00     2      2    2      0      1     1   100.00
2044    8    0   12.50   9.09     1      8   11      3      8     7    87.50
2045    2    0   50.00  25.00     1      2    4      0      2     1    50.00
2046    9    0   33.33  30.77     4     12   13      1      9     9   100.00
2047    2    0   25.00  50.00     1      4    2      0      2     1    50.00
2048    3    0   25.00  20.00     1      4    5      0      3     3   100.00
2049    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2050    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2051    3    0   25.00  20.00     1      4    5      0      3     2    66.67
2052    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2053    1    0   50.00  50.00     1      2    2      0      1     1   100.00
2054    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2055    8    0   33.33  28.57     2      6    7      1      8     7    87.50
2056    9    0   33.33  18.18     2      6   11      3      9     8    88.89
2057    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2058    6    0   50.00  60.00     3      6    5      1      6     5    83.33
2059    5    0   66.67  50.00     4      6    8      0      5     5   100.00
2060    6    0   33.33  28.57     2      6    7      1      6     6   100.00
2061    8    0   33.33  30.00     3      9   10      2      8     8   100.00
2062    9    0   12.50  12.50     1      8    8      1      9     9   100.00
2063    6    0   28.57  33.33     2      7    6      0      6     5    83.33
2064    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2065    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2066    3    0  100.00 100.00     4      4    4      0      3     3   100.00
2067    9    0   36.36  36.36     4     11   11      0      9     9   100.00
2068    7    0   25.00  20.00     2      8   10      2      7     7   100.00
2069    9    0   30.00  23.08     3     10   13      1      9     9   100.00
2070    2    0   50.00  50.00     1      2    2      0      2     2   100.00
2071    7    0   30.00  37.50     3     10    8      3      7     7   100.00
2072    4    0   25.00  22.22     2      8    9      0      4     4   100.00
2073    5    0   50.00  42.86     3      6    7      0      5     4    80.00
2074    4    0   33.33  16.67     1      3    6      1      4     3    75.00
2075    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2076    2    0  100.00 100.00     2      2    2      0      2     2   100.00
2077    1    0  100.00 100.00     2      2    2      0      1     1   100.00
