  Sent.                        Matched  Bracket   Cross        Correct Tag
 ID  Len.  Stat. Recal  Prec.  Bracket gold test Bracket Words  Tags Accracy
4427   13    0   20.00  13.33     2     10   15      2     13    13   100.00
4428   10    0   30.00  37.50     3     10    8      1     10     9    90.00
4429   22    0   34.78  28.57     8     23   28      9     22    22   100.00
4430   10    0   25.00  18.18     2      8   11      3     10    10   100.00
4431   20    0    9.09  10.00     2     22   20      8     20    19    95.00
4432   23    0    9.09   8.00     2     22   25      6     23    23   100.00
4433   15    0   23.53  30.77     4     17   13      2     15    15   100.00
4434   20    0   15.79  14.29     3     19   21      5     20    20   100.00
4435   21    0   13.64  15.79     3     22   19     10     21    20    95.24
4436   17    0   26.67  16.67     4     15   24     11     17    15    88.24
4437   14    0   18.75  14.29     3     16   21      9     14    13    92.86
4438   12    0   11.76  12.50     2     17   16      6     12    12   100.00
4439   11    0    9.09   7.69     1     11   13      5     11    10    90.91
4440   12    0    7.69   8.33     1     13   12      1     12    11    91.67
4441   18    0    8.33  20.00     2     24   10      3     18    18   100.00
4442   10    0   27.27  27.27     3     11   11      3     10     9    90.00
4443   16    0    9.52  12.50     2     21   16      7     16    15    93.75
4444   10    0   22.22  22.22     2      9    9      3     10    10   100.00
4445   20    0   18.75  13.04     3     16   23      9     20    19    95.00
4446   11    0   14.29  16.67     2     14   12      5     11    10    90.91
4447   12    0   11.76  13.33     2     17   15      2     12    12   100.00
4448   19    0    8.70  11.76     2     23   17      6     19    19   100.00
4449   10    0   16.67  18.18     2     12   11      3     10     9    90.00
4450   10    0   23.08  30.00     3     13   10      2     10     9    90.00
4451   18    0   19.05  21.05     4     21   19      5     18    18   100.00
4452   15    0   11.76  12.50     2     17   16      3     15    14    93.33
4453   11    0   18.75  21.43     3     16   14      5     11    10    90.91
4454   17    0   19.05  17.39     4     21   23     12     17    17   100.00
4455   12    0   18.75  25.00     3     16   12      4     12    12   100.00
4456   22    0    8.00   8.33     2     25   24     12     22    21    95.45
4457   13    0   15.38  12.50     2     13   16      1     13    12    92.31
4458   14    0   15.00  18.75     3     20   16      8     14    13    92.86
4459   15    0   29.41  22.73     5     17   22      5     15    15   100.00
4460   10    0   37.50  25.00     3      8   12      3     10     9    90.00
4461   12    0   30.00  30.00     3     10   10      2     12    12   100.00
4462   20    0   22.22  20.00     4     18   20      8     20    19    95.00
4463   20    0   10.00   7.14     2     20   28     14     20    19    95.00
4464   23    0   28.57  25.00     6     21   24      6     23    22    95.65
4465   12    0   38.46  35.71     5     13   14      6     12    12   100.00
4466   15    0   28.57  37.50     6     21   16      6     15    14    93.33
4467   15    0    9.52  16.67     2     21   12      4     15    15   100.00
4468   17    0   20.00  23.53     4     20   17      5     17    17   100.00
4469   10    0   45.45  50.00     5     11   10      0     10    10   100.00
4470   15    0   16.67  16.67     3     18   18     10     15    14    93.33
4471   17    0    9.52  14.29     2     21   14      5     17    16    94.12
4472   10    0   42.86  50.00     6     14   12      0     10    10   100.00
4473   17    0    9.09  12.50     2     22   16      9     17    16    94.12
4474   10    0   66.67  60.00     6      9   10      2     10    10   100.00
4475   15    0    6.67   7.14     1     15   14      7     15    15   100.00
4476   13    0   26.67  20.00     4     15   20      9     13    12    92.31
4477   10    0   11.11   6.67     1      9   15      1     10     9    90.00
4478   23    0    7.69   8.33     2     26   24     10     23    23   100.00
4479   11    0   55.56  50.00     5      9   10      0     11    11   100.00
4480   11    0   18.75  23.08     3     16   13      8     11    10    90.91
4481   11    0   21.43  27.27     3     14   11      2     11    10    90.91
4482   15    0   30.77  21.05     4     13   19      3     15    15   100.00
4483   12    0   16.67  33.33     3     18    9      5     12    11    91.67
4484   12    0   14.29  22.22     2     14    9      2     12    11    91.67
4485   12    0   36.36  22.22     4     11   18      0     12    12   100.00
4486   19    0   11.76  11.76     2     17   17      8     19    19   100.00
4487   21    0   16.67  18.18     4     24   22      6     21    21   100.00
4488   13    0   31.25  38.46     5     16   13      5     13    13   100.00
4489   17    0   11.11  11.76     2     18   17      8     17    16    94.12
4490   20    0   15.79  14.29     3     19   21     10     20    20   100.00
4491   11    0   27.27  30.00     3     11   10      4     11    11   100.00
4492   22    0   13.04  15.00     3     23   20     11     22    21    95.45
4493   11    0   30.77  44.44     4     13    9      2     11    11   100.00
4494   21    0    3.85   4.17     1     26   24      8     21    21   100.00
4495   21    0   13.64  13.64     3     22   22     11     21    21   100.00
4496   18    0   28.57  18.18     4     14   22      6     18    18   100.00
4497   13    0   14.29  12.50     2     14   16      5     13    12    92.31
4498   13    0   60.00  56.25     9     15   16      5     13    13   100.00
4499   16    0   35.71  38.46     5     14   13      4     16    15    93.75
4500   13    0   37.50  30.00     6     16   20      4     13    13   100.00
4501   21    0   11.11  14.29     3     27   21     12     21    21   100.00
4502   10    0   20.00  25.00     2     10    8      4     10    10   100.00
4503   19    0   29.41  21.74     5     17   23      2     19    18    94.74
4504   13    0   23.08  15.00     3     13   20      6     13    11    84.62
4505   11    0   15.38  22.22     2     13    9      1     11    10    90.91
4506   17    0   21.43  13.64     3     14   22      6     17    17   100.00
4507   20    0   13.64  10.00     3     22   30      6     20    20   100.00
4508   20    0   19.05  18.18     4     21   22     13     20    19    95.00
4509   15    0   15.79  12.50     3     19   24      7     15    15   100.00
4510   22    0   26.32  22.73     5     19   22      4     22    21    95.45
4511   24    0   10.53   6.90     2     19   29     17     24    23    95.83
4512   16    0   41.18  36.84     7     17   19      5     16    15    93.75
4513   10    0   25.00  14.29     2      8   14      2     10    10   100.00
4514   14    0   13.33  10.53     2     15   19      4     14    14   100.00
4515   19    0   26.32  18.52     5     19   27      6     19    19   100.00
4516   15    0   16.67  11.76     2     12   17      7     15    13    86.67
4517   11    0   20.00  22.22     2     10    9      4     11     9    81.82
4518   11    0   23.08  23.08     3     13   13      0     11    11   100.00
4519   10    0   30.00  33.33     3     10    9      3     10     9    90.00
4520   13    0   25.00  21.43     3     12   14      2     13    12    92.31
4521   14    0    5.88   6.67     1     17   15      6     14    13    92.86
4522   12    0   14.29  15.38     2     14   13      7     12    11    91.67
4523   14    0   25.00  16.67     3     12   18     11     14    12    85.71
4524   14    0   23.08  20.00     3     13   15      8     14    12    85.71
4525   11    0   20.00  30.00     3     15   10      7     11    10    90.91
4526   14    0   16.67  11.11     2     12   18      4     14    12    85.71
4527   16    0   11.76  12.50     2     17   16      7     16    15    93.75
4528   19    0   21.05  17.39     4     19   23     10     19    18    94.74
4529   17    0    9.52  11.11     2     21   18      7     17    16    94.12
4530   16    0   10.53  13.33     2     19   15      8     16    15    93.75
4531   15    0   11.76  15.38     2     17   13      3     15    15   100.00
4532   11    0   12.50  20.00     2     16   10      5     11    10    90.91
4533   21    0    8.00  14.29     2     25   14      9     21    20    95.24
4534   20    0    3.70   5.26     1     27   19      9     20    20   100.00
4535   11    0   33.33  30.00     3      9   10      2     11    11   100.00
4536   11    0   20.00  16.67     2     10   12      3     11    10    90.91
4537   24    0    4.17   4.55     1     24   22     15     24    23    95.83
4538   17    0   22.73  26.32     5     22   19      7     17    16    94.12
4539   19    0   14.29  10.00     2     14   20      5     19    18    94.74
4540   22    0   11.11   9.09     2     18   22      5     22    22   100.00
4541   10    0   25.00  30.00     3     12   10      2     10     9    90.00
4542   17    0   15.38  11.76     2     13   17      5     17    17   100.00
4543   17    0   16.67  17.65     3     18   17      4     17    16    94.12
4544   16    0   29.41  26.32     5     17   19      8     16    15    93.75
4545   18    0   18.18  19.05     4     22   21     10     18    18   100.00
4546   13    0   28.57  28.57     4     14   14      2     13    13   100.00
4547   10    0   18.18  20.00     2     11   10      3     10    10   100.00
4548   16    0   16.67  15.00     3     18   20      3     16    16   100.00
4549   16    0   23.53  26.67     4     17   15      4     16    16   100.00
4550   15    0   26.67  16.67     4     15   24      7     15    15   100.00
4551   21    0    9.09   6.90     2     22   29     11     21    20    95.24
4552   14    0    6.25   5.56     1     16   18     11     14    13    92.86
4553   16    0   10.00  20.00     2     20   10      6     16    15    93.75
4554   11    0   20.00  33.33     3     15    9      0     11    11   100.00
4555   12    0   25.00  23.08     3     12   13      2     12    12   100.00
4556   10    0   20.00  20.00     2     10   10      4     10     8    80.00
4557   21    0    9.09  13.33     2     22   15     10     21    20    95.24
4558   18    0   13.64  15.00     3     22   20      9     18    17    94.44
4559   20    0   16.67  22.22     4     24   18      9     20    19    95.00
4560   13    0   21.43  25.00     3     14   12      6     13    12    92.31
4561   12    0   15.38  14.29     2     13   14      5     12    11    91.67
4562   13    0   26.67  26.67     4     15   15      3     13    13   100.00
4563   10    0   27.27  25.00     3     11   12      3     10    10   100.00
4564   13    0   18.18  13.33     2     11   15      6     13    12    92.31
4565   16    0   11.76  12.50     2     17   16     12     16    15    93.75
4566   14    0   21.05  28.57     4     19   14      1     14    14   100.00
4567   15    0   35.29  35.29     6     17   17      1     15    15   100.00
4568   10    0   23.08  23.08     3     13   13      8     10     9    90.00
4569   20    0   17.39  17.39     4     23   23     10     20    20   100.00
4570   12    0   13.33  15.38     2     15   13      5     12    11    91.67
4571   23    0   10.34  11.54     3     29   26     12     23    23   100.00
4572   11    0   27.27  23.08     3     11   13      2     11    11   100.00
4573   10    0   18.18  20.00     2     11   10      5     10     9    90.00
4574   12    0   16.67  11.76     2     12   17      1     12    12   100.00
4575   12    0   30.77  23.53     4     13   17      3     12    12   100.00
4576   20    0    9.09   9.09     2     22   22     12     20    19    95.00
4577   17    0   16.67  14.29     3     18   21      6     17    16    94.12
4578   12    0    6.67   6.25     1     15   16      6     12    11    91.67
4579   19    0   26.09  26.09     6     23   23     12     19    18    94.74
4580   18    0   17.39  17.39     4     23   23     13     18    17    94.44
4581   24    0    6.90   6.67     2     29   30      8     24    24   100.00
4582   12    0   20.00  30.00     3     15   10      3     12    12   100.00
4583   19    0    8.70   9.52     2     23   21     10     19    19   100.00
4584   16    0   14.29  25.00     3     21   12      5     16    15    93.75
4585   14    0   14.29  14.29     2     14   14      3     14    13    92.86
4586   14    0   16.67  11.76     2     12   17      6     14    13    92.86
4587   17    0   21.05  19.05     4     19   21     11     17    16    94.12
4588   11    0   28.57  16.67     2      7   12      4     11    10    90.91
4589   18    0   11.76  11.11     2     17   18     12     18    17    94.44
4590   13    0   25.00  23.08     3     12   13      4     13    12    92.31
4591   14    0   11.76  10.00     2     17   20      8     14    14   100.00
4592   10    0   33.33  23.08     3      9   13      0     10    10   100.00
4593   12    0    7.14   7.69     1     14   13      4     12    12   100.00
4594   16    0   18.75  18.75     3     16   16      3     16    16   100.00
4595   11    0   18.18  16.67     2     11   12      5     11    10    90.91
4596   12    0   15.38  18.18     2     13   11      7     12    11    91.67
4597   15    0   18.18  11.76     2     11   17      3     15    15   100.00
4598   15    0   15.79  14.29     3     19   21      4     15    15   100.00
4599   15    0   21.43  13.64     3     14   22      9     15    15   100.00
4600   20    0   11.11  12.50     2     18   16      9     20    19    95.00
4601   20    0   10.53   9.52     2     19   21     11     20    18    90.00
4602   17    0   15.79  17.65     3     19   17      8     17    15    88.24
4603   12    0   12.50  15.38     2     16   13      6     12    10    83.33
4604   17    0   16.67  12.50     3     18   24      5     17    17   100.00
4605   14    0   38.89  50.00     7     18   14      3     14    14   100.00
4606   13    0   30.00  30.00     3     10   10      1     13    13   100.00
4607   17    0   13.64  15.79     3     22   19     10     17    17   100.00
4608   24    0    7.41   6.06     2     27   33     14     24    23    95.83
4609   17    0   12.50   9.52     2     16   21      5     17    16    94.12
4610   24    0   14.29  18.18     4     28   22     10     24    20    83.33
4611   12    0   15.38  16.67     2     13   12      1     12    12   100.00
4612   10    0   18.18  15.38     2     11   13      6     10     9    90.00
4613   13    0   25.00  21.43     3     12   14      7     13    12    92.31
4614   11    0   75.00  60.00     6      8   10      0     11    11   100.00
4615   11    0   15.38  18.18     2     13   11      3     11    11   100.00
4616   23    0   14.29  16.67     4     28   24     13     23    22    95.65
4617   11    0   33.33  27.27     3      9   11      1     11    11   100.00
4618   22    0   14.81  16.67     4     27   24     16     22    21    95.45
4619   10    0   16.67  20.00     2     12   10      5     10     9    90.00
4620   10    0   21.43  42.86     3     14    7      3     10     9    90.00
4621   10    0   30.00  27.27     3     10   11      5     10    10   100.00
4622   20    0   21.74  29.41     5     23   17      4     20    20   100.00
4623   16    0   25.00  22.22     4     16   18      8     16    15    93.75
4624   11    0   13.33  16.67     2     15   12      2     11    10    90.91
4625   10    0   18.18  16.67     2     11   12      6     10     9    90.00
4626   21    0    8.70   7.14     2     23   28      9     21    21   100.00
4627   10    0   25.00  22.22     2      8    9      2     10    10   100.00
4628   12    0   23.08  30.00     3     13   10      1     12    12   100.00
4629   10    0   25.00  30.00     3     12   10      5     10     9    90.00
4630   16    0   13.33  10.00     2     15   20      7     16    15    93.75
4631   19    0   10.53   9.52     2     19   21      8     19    18    94.74
4632   11    0   20.00  13.33     2     10   15      4     11    10    90.91
4633   17    0    8.70   9.52     2     23   21     11     17    16    94.12
4634   13    0   18.75  30.00     3     16   10      3     13    13   100.00
4635   17    0   18.75  14.29     3     16   21      9     17    16    94.12
4636   11    0   18.75  33.33     3     16    9      2     11    10    90.91
4637   10    0   12.50  25.00     2     16    8      4     10     9    90.00
4638   21    0   14.29  11.11     3     21   27     13     21    20    95.24
4639   12    0   12.50  11.76     2     16   17      7     12    11    91.67
4640   23    0   10.34  10.71     3     29   28     18     23    22    95.65
4641   11    0   30.77  26.67     4     13   15      4     11    10    90.91
4642   19    0   15.00  12.50     3     20   24      9     19    18    94.74
4643   13    0   10.53  16.67     2     19   12      1     13    13   100.00
4644   10    0   45.45  71.43     5     11    7      1     10    10   100.00
4645   15    0   22.22  23.53     4     18   17      5     15    15   100.00
4646   15    0   23.53  28.57     4     17   14      3     15    13    86.67
4647   11    0   27.27  30.00     3     11   10      3     11    11   100.00
4648   18    0   19.05  22.22     4     21   18      6     18    18   100.00
4649   11    0   16.67  16.67     2     12   12      6     11    10    90.91
4650   19    0   30.77  22.22     4     13   18      2     19    19   100.00
4651   14    0   23.08  21.43     3     13   14      7     14    13    92.86
4652   18    0   17.65  17.65     3     17   17      4     18    18   100.00
4653   15    0   21.05  28.57     4     19   14      2     15    15   100.00
4654   11    0   36.36  33.33     4     11   12      3     11    11   100.00
4655   20    0   13.04  13.04     3     23   23     13     20    19    95.00
4656   12    0   14.29  18.18     2     14   11      5     12    11    91.67
4657   24    0   17.86  19.23     5     28   26      8     24    24   100.00
4658   11    0   16.67  18.18     2     12   11      7     11    10    90.91
4659   22    0   20.00  23.81     5     25   21      7     22    22   100.00
4660   21    0   10.53   7.14     2     19   28      6     21    21   100.00
4661   14    0   17.65  16.67     3     17   18      7     14    13    92.86
4662   12    0   17.65  21.43     3     17   14      6     12    11    91.67
4663   10    0   25.00  33.33     3     12    9      3     10     9    90.00
4664   11    0   20.00  21.43     3     15   14      3     11    11   100.00
4665   20    0    9.52   9.52     2     21   21     10     20    19    95.00
4666   10    0   30.77  33.33     4     13   12      1     10    10   100.00
4667   11    0    7.69   7.14     1     13   14      6     11    10    90.91
4668   15    0   31.25  29.41     5     16   17      5     15    15   100.00
4669   13    0    7.14   7.14     1     14   14      6     13    13   100.00
4670   17    0    8.70  10.53     2     23   19      5     17    17   100.00
4671   16    0   21.43  20.00     3     14   15      6     16    15    93.75
4672   16    0   20.00  23.53     4     20   17      2     16    16   100.00
4673   13    0   30.77  22.22     4     13   18      3     13    13   100.00
4674   13    0   13.33  18.18     2     15   11      4     13    13   100.00
4675   15    0   38.46  31.25     5     13   16      4     15    15   100.00
4676   15    0   14.29  13.33     2     14   15      5     15    15   100.00
4677   14    0   21.05  22.22     4     19   18      8     14    13    92.86
4678   11    0   23.08  20.00     3     13   15      6     11    10    90.91
4679   10    0   37.50  30.00     3      8   10      2     10     9    90.00
4680   13    0   15.38  10.00     2     13   20      7     13    11    84.62
4681   10    0   55.56  55.56     5      9    9      1     10    10   100.00
4682   13    0   18.75  27.27     3     16   11      3     13    13   100.00
4683   14    0   27.27  17.65     3     11   17      4     14    13    92.86
4684   16    0   20.00  15.00     3     15   20      9     16    15    93.75
4685   13    0   11.11  10.53     2     18   19      7     13    12    92.31
4686   14    0    6.67   7.69     1     15   13      8     14    13    92.86
4687   15    0   28.57  28.57     4     14   14      1     15    15   100.00
4688   14    0   17.65  21.43     3     17   14      3     14    12    85.71
4689   18    0   16.67  21.05     4     24   19      5     18    18   100.00
4690   11    0   25.00  21.43     3     12   14      4     11    11   100.00
4691   21    0    8.00   9.09     2     25   22     13     21    21   100.00
4692   18    0   16.67  16.67     3     18   18      9     18    17    94.44
4693   20    0   29.41  20.00     5     17   25      9     20    20   100.00
4694   12    0   18.75  20.00     3     16   15      9     12    10    83.33
4695   14    0   14.29  20.00     3     21   15      7     14    14   100.00
4696   11    0   27.27  33.33     3     11    9      0     11    11   100.00
4697   23    0   14.29  14.81     4     28   27     12     23    23   100.00
4698   22    0   14.29  13.64     3     21   22      8     22    22   100.00
4699   13    0   15.38  11.76     2     13   17      4     13    13   100.00
4700   18    0   16.67  21.05     4     24   19      2     18    18   100.00
4701   12    0   31.25  38.46     5     16   13      0     12    12   100.00
4702   20    0    9.52   9.09     2     21   22     14     20    19    95.00
4703   18    0   26.32  27.78     5     19   18      3     18    18   100.00
4704   16    0   19.05  18.18     4     21   22      8     16    16   100.00
4705   13    0   16.67  14.29     2     12   14      7     13    11    84.62
4706   21    0   16.00  16.00     4     25   25     14     21    20    95.24
4707   21    0   19.23  22.73     5     26   22      9     21    21   100.00
4708   11    0    4.35  10.00     1     23   10      5     11    10    90.91
4709   18    0   31.82  30.43     7     22   23      7     18    18   100.00
4710   16    0    9.52  11.76     2     21   17      5     16    15    93.75
4711   14    0   18.75  15.00     3     16   20      6     14    13    92.86
4712   20    0   12.00  15.00     3     25   20      7     20    20   100.00
4713   22    0   10.00  13.04     3     30   23      9     22    22   100.00
4714   11    0   37.50  23.08     3      8   13      8     11    10    90.91
4715   23    0    9.52  10.53     2     21   19     11     23    21    91.30
4716   19    0   15.00  13.64     3     20   22     10     19    19   100.00
4717   13    0   46.15  31.58     6     13   19      4     13    12    92.31
4718   18    0   13.04  13.64     3     23   22      8     18    17    94.44
4719   12    0   17.65  20.00     3     17   15     10     12    11    91.67
4720   10    0   37.50  33.33     3      8    9      2     10     9    90.00
4721   21    0   26.32  19.23     5     19   26      8     21    21   100.00
4722   16    0   20.00  20.00     3     15   15      7     16    16   100.00
4723   10    0   27.27  33.33     3     11    9      1     10     9    90.00
4724   15    0    5.26   5.88     1     19   17     10     15    14    93.33
4725   12    0   16.67  11.76     2     12   17      4     12    11    91.67
4726   12    0   15.38  14.29     2     13   14      7     12    11    91.67
4727   15    0   30.77  20.00     4     13   20      6     15    15   100.00
4728   22    0    7.69   7.69     2     26   26     10     22    21    95.45
4729   11    0   11.76  16.67     2     17   12      2     11    11   100.00
4730   10    0   15.38  22.22     2     13    9      1     10     9    90.00
4731   14    0   53.33  50.00     8     15   16      3     14    14   100.00
4732   10    0   33.33  11.76     2      6   17      6     10     9    90.00
4733   11    0    7.69   6.67     1     13   15      3     11    11   100.00
4734   14    0   35.71  26.32     5     14   19      6     14    14   100.00
4735   19    0    8.33   8.33     2     24   24     10     19    19   100.00
4736   18    0   25.00  16.67     4     16   24      7     18    18   100.00
4737   12    0   21.43  33.33     3     14    9      3     12    12   100.00
4738   10    0   16.67  20.00     2     12   10      4     10     9    90.00
4739   11    0   15.38  20.00     2     13   10      6     11     9    81.82
4740   11    0    6.25  10.00     1     16   10      5     11    10    90.91
4741   10    0   27.27  30.00     3     11   10      4     10    10   100.00
4742   14    0   23.53  28.57     4     17   14      1     14    14   100.00
4743   20    0   13.64  13.04     3     22   23     13     20    19    95.00
4744   17    0   33.33  27.78     5     15   18      6     17    17   100.00
4745   10    0   23.08  23.08     3     13   13      3     10     9    90.00
4746   24    0   23.53  16.00     4     17   25      5     24    24   100.00
4747   13    0   35.29  35.29     6     17   17      3     13    12    92.31
4748   10    0   26.67  33.33     4     15   12      5     10     9    90.00
4749   13    0   35.71  35.71     5     14   14      6     13    12    92.31
4750   14    0   15.79  20.00     3     19   15      6     14    13    92.86
4751   12    0   17.65  23.08     3     17   13      4     12    12   100.00
4752   15    0   12.50  15.38     2     16   13      7     15    13    86.67
4753   16    0   19.05  22.22     4     21   18     10     16    15    93.75
4754   10    0   16.67  25.00     2     12    8      0     10     9    90.00
4755   18    0   10.53  10.53     2     19   19      7     18    18   100.00
4756   10    0    9.09  11.11     1     11    9      3     10     9    90.00
4757   15    0   15.00  16.67     3     20   18      5     15    15   100.00
4758   11    0   20.00  28.57     2     10    7      3     11    10    90.91
4759   21    0   11.76   8.33     2     17   24      9     21    21   100.00
4760   15    0   22.22  18.18     4     18   22      8     15    15   100.00
4761   10    0   30.00  37.50     3     10    8      1     10    10   100.00
4762   12    0   25.00  22.22     4     16   18      1     12    12   100.00
4763   14    0   11.76  11.76     2     17   17      8     14    14   100.00
4764   13    0   16.67   9.52     2     12   21      9     13    12    92.31
4765   19    0   26.09  50.00     6     23   12      3     19    19   100.00
4766   10    0   15.38  15.38     2     13   13      5     10     9    90.00
4767   18    0   20.00  23.53     4     20   17      5     18    18   100.00
4768   18    0   14.29  11.54     3     21   26     10     18    17    94.44
4769   15    0   18.75  20.00     3     16   15      6     15    13    86.67
4770   10    0   14.29  20.00     2     14   10      5     10     9    90.00
4771   10    0   10.00  11.11     1     10    9      2     10     9    90.00
4772   15    0    8.70  11.76     2     23   17      7     15    14    93.33
4773   20    0    3.85   4.76     1     26   21      8     20    19    95.00
4774   18    0   21.05  22.22     4     19   18      4     18    18   100.00
4775   23    0   13.04  12.50     3     23   24     11     23    23   100.00
4776   15    0   12.50  11.11     2     16   18      9     15    14    93.33
4777   18    0    9.09   9.09     2     22   22      9     18    18   100.00
4778   17    0   27.78  23.81     5     18   21      7     17    17   100.00
4779   21    0   10.53   7.41     2     19   27     10     21    19    90.48
4780   13    0   14.29  15.38     2     14   13     10     13    12    92.31
4781   13    0   30.00  23.08     3     10   13      6     13    12    92.31
4782   15    0   16.67  17.65     3     18   17      3     15    15   100.00
4783   15    0   23.08  16.67     3     13   18     11     15    13    86.67
4784   24    0   11.11  10.34     3     27   29     14     24    23    95.83
4785   15    0   31.25  35.71     5     16   14      4     15    15   100.00
4786   12    0   20.00  18.75     3     15   16      4     12    11    91.67
4787   19    0    9.09  10.00     2     22   20      5     19    18    94.74
4788   14    0   28.57  23.53     4     14   17      6     14    14   100.00
4789   11    0   16.67  23.08     3     18   13      7     11    11   100.00
4790   14    0   20.00  13.64     3     15   22     10     14    13    92.86
4791   13    0   36.36  26.67     4     11   15      4     13    13   100.00
4792   12    0   33.33  37.50     6     18   16      7     12    11    91.67
4793   14    0   17.65  15.79     3     17   19      6     14    13    92.86
4794   24    0   14.81  17.39     4     27   23      5     24    24   100.00
4795   12    0   50.00  33.33     5     10   15      4     12    12   100.00
4796   13    0   18.18  20.00     2     11   10      5     13    13   100.00
4797   10    0   13.33  20.00     2     15   10      3     10    10   100.00
4798   15    0   22.22  26.67     4     18   15      7     15    15   100.00
4799   22    0    8.33   7.14     2     24   28     15     22    21    95.45
4800   10    0   15.38  20.00     2     13   10      5     10    10   100.00
4801   13    0   11.11  14.29     2     18   14      4     13    13   100.00
4802   13    0   30.77  66.67     4     13    6      1     13    13   100.00
4803   19    0   28.57  35.29     6     21   17      6     19    17    89.47
4804   21    0   18.18  16.67     4     22   24     11     21    20    95.24
4805   24    0   10.71  11.11     3     28   27      9     24    24   100.00
4806   12    0   33.33  26.67     4     12   15      6     12    12   100.00
4807   10    0   30.00  23.08     3     10   13      4     10    10   100.00
4808   20    0   18.75  11.54     3     16   26      4     20    20   100.00
4809   16    0   12.50  10.53     2     16   19      9     16    16   100.00
4810   10    0   33.33  30.77     4     12   13      3     10    10   100.00
4811   19    0    9.52  10.53     2     21   19     11     19    19   100.00
4812   13    0    7.69   6.25     1     13   16      7     13    12    92.31
4813   24    0    6.67   8.00     2     30   25     19     24    23    95.83
4814   24    0   11.11  13.64     3     27   22     17     24    23    95.83
4815   22    0   10.71  14.29     3     28   21      8     22    22   100.00
4816   13    0   23.53  23.53     4     17   17      4     13    13   100.00
4817   21    0    8.70   9.09     2     23   22     12     21    20    95.24
4818   14    0   16.67  27.27     3     18   11      7     14    13    92.86
4819   11    0   18.18  20.00     2     11   10      5     11    10    90.91
4820   11    0   37.50  23.08     3      8   13      3     11    11   100.00
4821   15    0   14.29   9.09     2     14   22      7     15    14    93.33
4822   17    0   25.00  25.00     5     20   20      6     17    17   100.00
4823   15    0   16.67  16.67     2     12   12      2     15    15   100.00
4824   12    0   15.38  11.76     2     13   17      5     12    12   100.00
4825   19    0   11.76   7.69     2     17   26     13     19    18    94.74
4826   20    0   14.29  15.38     4     28   26      6     20    20   100.00
4827   10    0   27.27  37.50     3     11    8      2     10    10   100.00
4828   10    0   30.00  27.27     3     10   11      4     10     9    90.00
4829   12    0   10.00  22.22     2     20    9      2     12    11    91.67
4830   17    0   16.67  12.00     3     18   25      5     17    16    94.12
4831   21    0   17.86  20.00     5     28   25      7     21    21   100.00
4832   22    0   13.64  10.71     3     22   28     15     22    22   100.00
4833   11    0   16.67  22.22     2     12    9      2     11    11   100.00
4834   13    0   10.00  16.67     2     20   12      8     13    12    92.31
4835   12    0   46.15  37.50     6     13   16      4     12    12   100.00
4836   21    0    9.52   9.09     2     21   22     12     21    19    90.48
4837   13    0   12.50  11.76     2     16   17      4     13    12    92.31
4838   18    0    9.09   9.52     2     22   21     13     18    17    94.44
4839   14    0   22.22  28.57     4     18   14      5     14    14   100.00
4840   19    0   19.23  17.86     5     26   28     12     19    19   100.00
4841   18    0   17.65  13.64     3     17   22      8     18    17    94.44
4842   15    0   25.00  22.22     4     16   18      9     15    15   100.00
4843   19    0    8.70   8.33     2     23   24      7     19    18    94.74
4844   16    0   21.05  21.05     4     19   19      3     16    16   100.00
4845   21    0   12.00  12.00     3     25   25     13     21    21   100.00
4846   19    0   25.00  23.81     5     20   21      7     19    19   100.00
4847   10    0    9.09  10.00     1     11   10      0     10     9    90.00
4848   17    0   45.00  42.86     9     20   21      1     17    17   100.00
4849   15    0   15.00  18.75     3     20   16      4     15    15   100.00
4850   12    0    8.33   6.25     1     12   16      4     12    12   100.00
4851   12    0   25.00  44.44     4     16    9      2     12    12   100.00
4852   19    0   19.05  16.00     4     21   25     11     19    19   100.00
4853   15    0   10.00  11.11     2     20   18      8     15    15   100.00
4854   10    0   25.00  37.50     3     12    8      0     10    10   100.00
4855   14    0   13.33  10.53     2     15   19      6     14    13    92.86
4856   18    0   27.78  27.78     5     18   18      4     18    18   100.00
4857   12    0   11.76  14.29     2     17   14      5     12    11    91.67
4858   15    0   12.50  14.29     2     16   14      5     15    15   100.00
4859   10    0   22.22  15.38     2      9   13      3     10     9    90.00
4860   12    0   20.00  21.43     3     15   14      6     12    11    91.67
4861   13    0    8.33   5.88     1     12   17      6     13    12    92.31
4862   13    0   21.43  21.43     3     14   14      7     13    12    92.31
4863   10    0   30.00  27.27     3     10   11      6     10     9    90.00
4864   16    0    9.09  12.50     2     22   16      6     16    15    93.75
4865   21    0   15.79  13.04     3     19   23     14     21    20    95.24
4866   18    0   11.11   8.00     2     18   25     16     18    17    94.44
4867   12    0   20.00  21.43     3     15   14      3     12    12   100.00
4868   14    0    5.56   4.55     1     18   22      5     14    14   100.00
4869   12    0   25.00  27.27     3     12   11      2     12    12   100.00
4870   19    0   13.04  15.00     3     23   20     13     19    18    94.74
4871   10    0   37.50  30.00     3      8   10      2     10    10   100.00
4872   13    0   10.53  12.50     2     19   16      8     13    12    92.31
4873   11    0   14.29  16.67     2     14   12      1     11    11   100.00
4874   15    0   29.41  29.41     5     17   17      4     15    15   100.00
4875   16    0   11.11   8.00     2     18   25     10     16    15    93.75
